date,THEFT,DECEPTIVE PRACTICE,OTHER OFFENSE,MOTOR VEHICLE THEFT,CRIMINAL DAMAGE,ASSAULT,BATTERY,NARCOTICS,WEAPONS VIOLATION,OFFENSE INVOLVING CHILDREN,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,BURGLARY,INTERFERENCE WITH PUBLIC OFFICER,CRIM SEXUAL ASSAULT,ARSON,CRIMINAL SEXUAL ASSAULT,PROSTITUTION,PUBLIC PEACE VIOLATION,SEX OFFENSE,STALKING,KIDNAPPING,INTIMIDATION,CONCEALED CARRY LICENSE VIOLATION,GAMBLING,OBSCENITY,HOMICIDE,NON-CRIMINAL,HUMAN TRAFFICKING,PUBLIC INDECENCY,NON-CRIMINAL (SUBJECT SPECIFIED),OTHER NARCOTIC VIOLATION,RITUALISM,city
2019-10-15,195,76,46,26,69,66,110,37,15,9,20,20,0,35,1,3,4,0,0,4,3,0,0,0,0,1,1,3,0,0,0,0,0,0,Chicago
2019-10-16,192,77,52,26,72,50,122,40,15,5,25,14,0,30,5,3,1,0,1,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-10-17,176,58,53,20,71,49,111,33,19,2,22,21,1,19,4,2,0,1,1,7,3,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-10-18,173,69,54,28,63,59,112,39,16,6,27,20,1,24,2,2,0,4,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-10-19,156,37,40,13,83,55,179,32,18,8,16,25,1,33,2,4,1,2,0,2,5,0,1,1,1,1,0,2,0,0,0,0,0,0,Chicago
2019-10-20,158,26,48,31,107,62,155,28,15,4,27,13,1,22,4,2,0,2,0,6,6,0,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-10-21,164,53,43,22,83,54,139,29,13,6,33,15,0,37,1,3,0,3,1,2,6,1,0,0,1,1,1,2,0,0,0,0,0,0,Chicago
2019-10-22,147,51,42,19,70,56,117,33,20,3,25,20,1,29,2,3,2,2,7,3,4,0,0,0,1,0,0,3,0,0,0,0,0,0,Chicago
2019-10-23,183,52,52,23,73,63,114,33,12,3,29,10,1,35,3,4,0,1,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-10-24,203,48,41,21,83,55,107,50,16,12,21,13,0,25,7,1,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-10-25,217,57,38,22,66,50,140,44,21,3,30,18,1,24,4,2,1,1,5,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-10-26,134,27,32,29,61,38,124,22,10,8,19,18,3,19,2,0,2,3,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,Chicago
2019-10-27,176,32,36,28,79,47,155,24,19,10,33,23,0,19,3,1,3,2,1,2,3,1,0,1,1,0,0,3,0,0,0,0,0,0,Chicago
2019-10-28,162,46,38,25,76,55,132,13,13,3,28,21,0,32,4,1,0,0,0,5,3,0,0,1,1,1,0,1,0,0,0,0,0,0,Chicago
2019-10-29,172,48,32,25,47,55,107,45,14,4,20,16,0,30,6,1,0,4,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Chicago
2019-10-30,148,45,48,28,58,49,101,30,10,6,16,12,1,17,3,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-10-31,155,53,35,25,62,56,99,28,6,5,9,23,1,20,1,0,0,2,0,4,1,1,0,1,0,0,1,1,0,0,0,0,0,0,Chicago
2019-11-01,198,126,56,22,85,53,128,42,14,22,23,27,2,33,4,1,1,5,0,4,12,0,1,0,1,0,1,0,0,0,0,0,0,0,Chicago
2019-11-02,160,43,38,20,80,59,142,30,8,6,26,11,1,21,3,1,1,4,0,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-11-03,167,31,46,21,84,70,164,36,16,2,23,20,0,21,2,1,2,4,1,3,3,2,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-11-04,180,56,37,12,62,44,135,46,14,10,17,12,0,26,2,0,0,2,0,4,7,0,2,1,2,0,0,1,0,0,0,0,0,0,Chicago
2019-11-05,139,57,43,20,68,47,108,43,10,4,27,24,1,29,5,1,2,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-06,139,66,38,27,58,58,117,40,8,10,21,21,0,34,2,3,2,1,7,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-11-07,173,51,49,18,73,57,111,31,7,9,17,17,1,27,4,2,2,1,1,7,1,0,0,0,2,0,1,2,0,0,0,0,0,0,Chicago
2019-11-08,157,70,54,20,57,49,113,46,20,8,18,21,1,25,3,1,2,2,0,7,3,0,1,0,1,0,0,1,0,0,0,0,1,0,Chicago
2019-11-09,166,52,42,29,77,47,133,38,25,4,29,18,1,27,2,3,2,1,0,4,5,1,0,1,0,1,0,1,0,0,0,0,1,0,Chicago
2019-11-10,116,40,36,30,81,41,155,33,19,3,33,29,0,17,4,3,0,2,0,6,1,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-11-11,112,48,29,24,47,34,78,34,8,4,16,23,1,18,2,2,0,5,0,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-12,151,53,38,24,40,37,84,33,15,4,11,16,0,26,4,3,0,0,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-13,153,46,44,26,47,36,94,34,6,6,20,20,0,27,4,1,2,0,0,3,4,2,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-14,166,48,35,22,41,59,86,36,9,5,19,16,0,20,5,0,0,1,4,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,Chicago
2019-11-15,195,71,36,37,72,47,132,44,17,8,19,18,1,35,7,2,1,0,4,3,4,0,1,0,0,0,0,3,0,0,0,0,1,0,Chicago
2019-11-16,152,50,43,28,66,47,134,44,15,3,17,14,2,28,2,2,1,3,3,6,2,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-17,173,43,30,19,87,34,154,36,18,11,29,20,0,19,6,1,1,2,10,2,3,0,2,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-11-18,171,50,37,28,65,58,119,41,17,8,24,14,0,26,6,1,0,2,0,8,5,0,2,0,0,0,0,0,1,0,0,0,0,0,Chicago
2019-11-19,169,67,53,29,69,55,110,29,10,6,24,20,0,28,1,3,2,1,1,4,3,0,1,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-11-20,186,70,38,30,57,61,138,37,16,2,19,13,2,30,5,3,2,3,3,5,4,2,0,1,0,0,1,2,0,0,0,0,0,0,Chicago
2019-11-21,160,53,37,22,65,55,117,29,19,8,24,15,1,37,3,1,1,2,1,4,6,0,0,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-11-22,165,53,51,26,67,52,123,60,23,6,26,23,0,29,3,2,2,2,4,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-11-23,180,45,33,21,89,51,136,44,20,3,21,12,0,30,5,1,0,3,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,Chicago
2019-11-24,157,50,52,14,67,56,143,35,26,5,24,19,0,24,4,2,1,3,5,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-11-25,196,44,45,28,69,44,99,38,18,8,23,22,0,34,5,2,0,4,3,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-11-26,178,48,44,16,64,47,142,39,11,7,25,15,0,17,3,2,0,1,8,2,5,0,0,0,0,0,1,3,0,0,0,0,0,0,Chicago
2019-11-27,172,48,36,25,59,59,95,34,17,4,20,21,1,34,1,3,2,1,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-11-28,99,35,26,16,58,40,127,16,11,9,19,7,0,24,2,4,0,1,7,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-11-29,160,61,36,17,65,44,130,34,17,2,25,17,2,26,1,1,1,2,0,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,Chicago
2019-11-30,197,43,29,21,70,33,121,40,22,3,27,17,2,20,3,1,2,3,0,3,2,0,1,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-12-01,163,77,38,26,73,42,134,39,16,15,20,16,0,31,2,4,2,7,9,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-12-02,200,61,51,24,62,50,107,41,16,7,30,17,0,23,5,0,1,2,0,5,2,0,2,0,1,0,1,1,0,0,0,0,0,0,Chicago
2019-12-03,207,58,43,19,44,58,110,43,22,4,28,15,0,23,0,2,0,6,0,0,2,1,1,1,0,0,0,3,0,0,0,0,0,0,Chicago
2019-12-04,194,56,42,31,70,58,122,48,7,6,30,23,0,29,8,4,1,0,6,2,4,1,1,0,1,0,1,1,0,0,0,0,0,0,Chicago
2019-12-05,203,62,34,23,59,69,131,35,9,6,18,14,0,24,1,3,3,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-06,216,47,41,31,81,52,125,35,28,6,19,9,0,28,2,2,1,0,0,5,5,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-07,215,37,31,26,55,43,133,43,28,6,21,24,1,21,0,3,0,2,1,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,Chicago
2019-12-08,133,33,50,17,83,48,158,31,24,2,20,18,0,24,6,0,1,4,1,6,5,0,1,0,4,0,0,2,0,0,0,0,0,0,Chicago
2019-12-09,202,53,37,17,62,60,115,39,11,8,26,21,1,35,1,2,4,0,0,0,6,0,1,1,1,0,1,1,0,0,0,0,0,0,Chicago
2019-12-10,197,52,40,30,61,55,101,34,13,7,19,21,0,25,4,0,1,2,0,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,Chicago
2019-12-11,152,47,50,23,54,61,98,30,13,7,16,18,0,16,3,4,2,1,0,1,7,1,1,0,1,0,0,0,0,0,0,0,0,0,Chicago
2019-12-12,199,53,39,22,78,52,102,26,3,3,18,14,0,33,4,2,2,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-13,190,64,36,30,68,59,137,29,12,5,26,15,1,32,6,3,4,5,0,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,Chicago
2019-12-14,206,43,36,23,66,39,149,24,18,3,27,12,0,21,2,1,2,1,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2019-12-15,156,52,53,26,57,39,137,31,20,3,17,15,0,25,4,2,2,3,11,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-16,161,44,41,19,59,49,117,25,15,4,22,17,0,33,5,2,0,2,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-12-17,169,61,47,23,45,43,132,28,12,4,27,33,0,28,6,0,2,1,0,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,Chicago
2019-12-18,189,51,39,30,46,28,131,44,9,7,26,17,0,24,3,2,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2019-12-19,202,64,35,33,46,54,116,22,8,6,17,18,0,32,7,1,0,2,9,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-20,215,55,42,36,68,39,107,39,23,6,19,20,0,35,1,3,0,6,0,5,3,2,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-12-21,194,50,37,29,69,58,145,37,24,9,34,15,0,28,2,2,1,5,0,1,2,0,0,0,0,0,0,4,0,0,0,0,1,0,Chicago
2019-12-22,156,42,38,23,73,56,121,39,19,9,34,18,0,23,5,1,2,4,7,3,5,0,0,1,0,0,0,1,0,0,1,0,0,0,Chicago
2019-12-23,176,65,26,32,66,66,109,37,19,2,30,10,0,34,2,2,2,1,0,4,4,1,0,0,1,1,0,1,0,0,0,0,0,0,Chicago
2019-12-24,170,31,25,21,84,47,116,24,15,3,30,11,0,32,2,3,1,2,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2019-12-25,92,19,25,15,75,52,148,9,18,5,15,9,0,17,3,0,1,0,0,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2019-12-26,133,48,29,14,73,48,115,44,16,8,20,18,2,25,3,1,1,2,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,Chicago
2019-12-27,187,59,54,35,68,34,102,55,8,3,18,14,0,35,6,0,0,1,5,3,4,0,0,1,0,0,0,2,0,0,0,0,0,0,Chicago
2019-12-28,139,54,43,24,54,54,116,45,22,3,27,15,0,25,5,3,0,1,0,4,2,0,1,0,2,0,0,0,0,0,0,0,0,0,Chicago
2019-12-29,158,32,39,17,74,43,156,46,16,7,41,24,1,18,4,1,3,3,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2019-12-30,164,48,28,28,64,52,107,32,16,7,23,9,0,26,4,1,0,0,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2019-12-31,120,41,39,20,50,29,120,32,24,4,26,9,0,22,4,0,0,3,0,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-01-01,123,130,74,16,104,58,236,30,41,38,21,20,1,24,3,8,0,22,0,3,17,0,1,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-01-02,171,50,44,22,67,38,100,30,19,8,20,23,2,24,5,4,0,0,0,2,2,1,0,0,0,0,0,4,0,0,0,0,0,0,Chicago
2020-01-03,152,56,57,23,54,57,128,52,24,3,20,26,0,26,4,2,1,2,0,1,4,1,1,1,1,0,0,2,0,0,0,0,0,0,Chicago
2020-01-04,132,32,34,22,67,41,144,40,13,5,34,21,1,29,7,2,3,2,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2020-01-05,118,33,49,25,62,46,127,44,19,7,37,14,0,28,3,2,4,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,1,0,Chicago
2020-01-06,169,63,34,16,66,55,118,47,22,7,27,17,0,31,4,1,2,6,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-01-07,158,72,38,14,57,51,106,42,17,2,15,19,1,25,2,0,0,1,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2020-01-08,152,40,57,17,72,53,109,38,13,7,24,14,0,29,4,2,1,1,0,9,1,2,0,1,0,1,0,0,0,0,0,0,0,0,Chicago
2020-01-09,157,56,46,24,54,46,89,41,19,7,23,21,2,25,4,2,2,2,0,4,3,0,1,2,1,1,0,0,0,0,0,0,0,0,Chicago
2020-01-10,163,54,33,29,42,43,112,37,10,11,20,23,3,28,3,2,1,2,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2020-01-11,125,38,37,28,45,51,98,45,14,3,22,19,0,24,2,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-01-12,144,40,31,21,71,37,115,30,11,6,24,15,2,20,3,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-01-13,154,65,53,22,68,62,101,36,15,4,25,9,0,22,1,3,1,2,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-01-14,170,56,55,22,49,55,105,46,12,6,16,26,1,22,3,2,1,1,0,5,6,0,0,1,0,0,0,2,0,0,0,0,0,0,Chicago
2020-01-15,151,74,40,25,51,54,107,38,18,9,15,19,0,30,4,1,1,2,0,6,4,0,0,0,1,0,1,2,0,0,0,0,0,0,Chicago
2020-01-16,166,43,61,24,75,53,118,37,7,6,21,18,0,23,3,0,2,4,7,0,3,0,1,1,0,0,0,2,0,0,0,0,0,0,Chicago
2020-01-17,153,39,29,28,56,44,102,41,12,6,20,16,0,17,3,3,0,2,1,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,Chicago
2020-01-18,135,32,41,16,46,50,116,38,8,1,28,13,0,15,2,3,0,4,4,1,3,0,0,0,2,0,0,3,0,0,0,0,0,0,Chicago
2020-01-19,120,22,37,32,44,40,114,30,17,2,11,13,0,11,5,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-01-20,152,41,49,26,49,48,107,56,16,3,22,11,0,20,5,1,0,4,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,Chicago
2020-01-21,147,43,52,23,47,44,95,39,9,3,22,20,0,23,3,2,0,2,2,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0,Chicago
2020-01-22,119,50,43,22,51,61,128,41,11,15,27,18,0,26,4,2,0,4,0,1,6,0,1,1,1,0,0,1,0,0,0,0,0,0,Chicago
2020-01-23,137,43,38,12,37,48,105,57,9,6,31,25,0,25,4,1,0,2,1,5,4,0,0,0,0,0,0,1,0,0,0,0,1,0,Chicago
2020-01-24,172,49,49,19,62,49,100,34,20,13,23,22,0,22,4,0,0,4,2,8,1,1,2,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-01-25,142,55,52,16,48,43,129,52,22,5,25,14,2,28,4,0,0,4,7,6,4,0,3,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-01-26,127,38,42,23,50,44,128,32,20,6,26,22,0,16,4,2,0,7,9,2,3,0,1,1,1,0,0,1,0,0,0,0,0,0,Chicago
2020-01-27,171,68,59,23,56,53,132,43,18,6,13,14,0,23,4,1,0,4,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-01-28,158,48,48,18,53,46,121,49,18,11,39,19,0,31,5,1,0,4,0,5,0,1,3,0,0,0,0,3,0,0,0,0,0,0,Chicago
2020-01-29,155,51,48,13,55,52,90,43,11,9,20,23,0,27,7,1,0,1,1,6,4,0,0,0,0,0,2,1,0,0,0,0,0,0,Chicago
2020-01-30,145,41,46,25,68,49,98,51,10,5,25,19,0,22,4,2,1,1,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-01-31,165,62,45,22,66,48,128,53,15,8,29,22,0,24,8,1,0,3,0,6,2,2,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-02-01,189,89,49,29,81,56,139,38,21,11,22,18,1,27,6,2,0,9,1,8,11,1,0,1,0,0,0,2,0,0,1,0,0,0,Chicago
2020-02-02,144,33,37,20,80,50,176,35,17,3,27,8,1,20,3,1,2,1,1,3,0,1,0,1,0,0,1,2,0,0,0,0,0,0,Chicago
2020-02-03,180,52,45,26,81,55,118,55,23,11,25,27,0,31,2,1,1,4,0,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-02-04,136,45,54,20,61,54,112,60,17,9,22,13,1,24,6,0,0,2,1,4,3,0,0,1,2,0,0,1,0,0,0,0,0,0,Chicago
2020-02-05,182,52,43,29,39,46,106,46,8,5,19,17,1,23,3,3,0,3,2,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-06,142,42,41,16,46,37,98,44,7,4,24,15,0,21,3,1,0,1,1,4,3,1,1,0,1,0,0,1,0,0,1,0,0,0,Chicago
2020-02-07,164,60,54,16,58,58,119,51,17,7,23,23,1,22,5,0,2,5,0,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2020-02-08,140,37,43,32,67,42,125,33,24,6,22,16,1,14,5,1,1,4,0,1,3,0,0,1,2,0,0,5,0,0,0,0,0,0,Chicago
2020-02-09,120,30,31,21,49,32,132,34,13,5,22,16,0,30,6,1,5,6,1,3,2,0,1,0,0,0,0,4,0,0,0,0,0,0,Chicago
2020-02-10,132,54,50,23,55,44,114,43,15,14,27,19,0,24,4,1,0,2,1,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,Chicago
2020-02-11,139,61,45,22,50,45,115,46,15,6,21,31,2,20,2,0,2,4,0,8,1,1,5,2,0,0,0,0,0,0,0,0,0,0,Chicago
2020-02-12,163,49,48,17,53,66,83,37,11,5,22,19,0,31,6,0,1,3,4,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-13,120,50,41,21,64,42,94,36,9,5,21,19,0,17,1,0,0,5,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-14,157,58,39,26,51,44,107,28,8,7,20,8,0,17,1,4,0,3,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-15,143,36,41,25,73,42,124,27,15,8,17,18,1,14,2,1,2,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago
2020-02-16,122,45,40,28,59,40,142,30,26,5,26,21,1,15,2,0,1,3,0,2,4,2,0,1,1,0,0,3,0,0,0,0,0,0,Chicago
2020-02-17,130,41,45,19,70,47,112,37,16,4,19,19,2,17,8,1,3,3,0,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-18,171,56,41,20,59,52,136,39,8,10,16,20,1,25,4,0,1,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-02-19,130,45,31,24,46,49,105,31,19,9,27,21,0,28,6,1,2,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-20,153,52,61,27,53,36,89,42,16,6,22,10,0,14,6,1,2,3,3,1,3,2,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-02-21,157,37,41,18,60,56,103,55,16,8,34,14,1,27,8,3,1,1,3,3,4,2,2,0,1,0,0,2,0,0,0,0,0,0,Chicago
2020-02-22,150,35,45,12,76,53,153,43,28,5,23,17,4,19,4,0,2,5,0,3,5,1,0,0,0,0,0,2,0,0,0,0,0,0,Chicago
2020-02-23,124,31,33,21,82,55,143,38,30,11,26,20,0,24,6,0,0,3,0,6,2,1,0,0,0,0,1,2,0,0,0,0,1,0,Chicago
2020-02-24,162,37,49,27,49,35,107,40,13,4,18,25,0,21,1,0,0,3,0,5,0,2,1,1,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-25,113,43,37,15,50,43,100,33,7,6,18,24,0,19,0,0,0,2,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-02-26,109,57,40,27,62,55,107,49,8,8,17,16,2,20,5,0,2,5,0,2,6,1,1,0,1,0,0,2,0,0,0,0,0,0,Chicago
2020-02-27,127,51,44,20,43,51,97,39,20,2,16,18,0,21,2,0,0,3,4,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,Chicago
2020-02-28,145,53,39,31,64,53,116,45,16,11,20,26,0,20,5,0,0,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-02-29,132,40,38,20,61,48,115,43,18,8,21,17,1,14,4,0,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Chicago
2020-03-01,137,73,58,24,103,46,147,41,21,18,17,10,0,15,2,0,1,15,0,4,11,2,0,0,2,0,0,3,0,0,0,0,0,0,Chicago
2020-03-02,144,54,43,17,66,52,103,31,19,4,15,14,1,14,7,0,0,5,0,4,2,0,1,2,1,0,0,3,0,0,0,0,1,0,Chicago
2020-03-03,152,66,40,18,59,60,107,40,20,8,7,23,0,24,4,0,0,5,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,Chicago
2020-03-04,144,54,51,13,57,68,109,42,6,7,23,17,1,17,3,0,1,1,1,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,Chicago
2020-03-05,139,43,42,20,59,49,110,39,13,8,12,10,1,15,8,0,0,2,6,5,4,0,0,0,1,1,0,2,0,0,0,0,0,0,Chicago
2020-03-06,153,57,52,32,66,54,138,42,20,9,21,18,1,23,4,0,1,5,0,6,3,1,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-03-07,121,37,36,15,65,44,136,24,22,4,26,15,1,20,5,0,2,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-08,135,25,37,21,75,57,148,40,26,2,17,16,0,19,6,0,0,6,0,3,1,1,0,0,1,0,1,2,0,0,0,0,0,0,Chicago
2020-03-09,127,34,40,24,49,48,124,33,16,12,18,12,0,21,1,0,0,3,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2020-03-10,130,38,45,25,48,49,106,43,15,7,9,14,1,14,5,0,0,5,4,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-03-11,158,37,46,17,59,63,101,40,10,4,12,16,1,15,2,0,1,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-12,117,46,54,21,60,60,134,49,13,6,12,25,0,16,5,0,0,4,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-13,147,47,42,24,81,52,130,46,18,3,28,14,2,24,4,0,3,5,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,Chicago
2020-03-14,124,30,29,38,60,52,153,35,19,4,14,16,1,18,5,0,0,5,0,5,5,1,1,0,1,0,0,3,0,0,0,0,0,0,Chicago
2020-03-15,115,41,35,16,68,47,152,22,14,6,16,16,0,27,1,0,0,3,0,3,7,1,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-03-16,118,48,36,20,53,50,101,29,12,6,13,11,1,17,4,0,2,1,0,1,4,1,0,0,0,0,0,2,0,0,0,0,1,0,Chicago
2020-03-17,117,49,43,21,64,48,112,29,20,6,21,17,0,14,3,0,2,2,0,5,1,0,1,0,0,2,0,0,0,0,1,0,0,0,Chicago
2020-03-18,107,25,36,24,64,54,107,23,15,3,21,16,0,17,5,0,0,1,0,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,Chicago
2020-03-19,89,33,26,32,52,39,109,17,12,7,18,5,0,32,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-20,99,48,29,20,77,39,118,6,8,4,19,6,0,17,1,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-21,80,30,24,18,54,53,106,6,18,7,15,4,0,16,0,0,2,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-22,72,27,25,8,47,29,104,7,12,4,6,9,0,15,1,0,0,3,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-03-23,84,36,23,14,60,31,83,9,10,4,15,11,0,12,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-24,80,35,31,12,54,42,106,3,12,2,16,9,0,19,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-25,70,33,30,19,63,49,94,8,17,1,12,11,0,19,1,0,3,2,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-03-26,94,31,24,20,41,48,91,8,13,3,20,10,0,13,1,0,1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-27,88,29,28,17,53,39,92,9,16,8,7,8,0,21,0,0,0,5,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Chicago
2020-03-28,96,29,25,22,51,39,133,9,15,0,12,12,0,21,0,0,0,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Chicago
2020-03-29,106,19,30,17,72,39,129,2,14,6,23,11,0,19,1,0,3,2,0,2,3,2,0,2,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-30,98,31,36,18,69,41,84,5,13,4,17,10,0,15,2,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Chicago
2020-03-31,90,22,18,21,43,36,94,4,5,3,14,8,0,18,0,0,1,2,0,3,1,1,0,2,0,0,1,1,0,0,0,0,0,0,Chicago
